subspace,n,radius,ratio1,ratio2,fd_err,h,triple
so,32,0.1,0.9999780804217727,0.12601827073677102,9.01681017560755e-12,,
so,32,0.1,0.9999761546064263,0.12665794194144014,9.39873948716444e-12,,
so,32,0.1,0.9999796807603377,0.1292229481706224,9.754128123324642e-12,,
so,32,1.0,0.9978035768459822,0.12867680695288325,9.834394621214973e-12,,
so,32,1.0,0.9970584840440855,0.12449737247643666,1.0458548237581338e-11,,
so,32,1.0,0.9975489054187832,0.12562312450706067,9.393067003173953e-12,,
so,32,1.0,0.9978662058041364,0.12254254210003612,9.878875786044332e-12,,
so,32,1.0,0.9971110444228513,0.13195009636264973,9.98492458893521e-12,,
so,32,10.0,0.8321429764047481,0.10391142668879573,1.0849103223281053e-11,,
so,32,10.0,0.8287419760266227,0.10431168406566518,1.0480499973200826e-11,,
so,32,10.0,0.8363946961218731,0.1045214093579819,1.1479869759317974e-11,,
so,32,10.0,0.8495591147679687,0.09901232910923898,1.1945548104542823e-11,,
so,32,10.0,0.8276233457670548,0.09663529438086389,1.0504869202553234e-11,,
so,32,100.0,0.3337368473701156,0.01702258827038985,1.374417050606861e-11,,
so,32,100.0,0.3712968386140265,0.018933169470656496,2.021162896951739e-11,,
so,32,100.0,0.31379679511004616,0.015188792471845935,1.302687624212451e-11,,
so,32,100.0,0.29980868074075107,0.01671536630500183,1.2234127392236715e-11,,
so,32,100.0,0.25269106261719,0.015074740843089502,1.0522732113852485e-11,,
so,32,1000.0,0.19825079759332667,0.005990242821826171,3.1050491425777305e-11,,
so,32,1000.0,0.23783135501686145,0.010195103860929231,4.355414632429211e-11,,
so,32,1000.0,0.19141383746357876,0.006404449596696594,5.802202392735775e-11,,
so,32,1000.0,0.15431223860686571,0.006299211106684763,3.6611820035854086e-11,,
so,32,1000.0,0.20295625423398506,0.00882307690639675,4.4517271412156906e-11,,
so,64,0.1,0.9999871936225256,0.08865778821460199,6.460727087294293e-12,,
so,64,0.1,0.9999872409736277,0.08822124996909757,6.915814326506431e-12,,
so,64,0.1,0.999986053827969,0.08981098583225587,6.6812185229691484e-12,,
so,64,0.1,0.9999869347657674,0.08986707318931865,6.745860842028877e-12,,
so,64,0.1,0.9999872575468971,0.089153248779856,6.7211869232417264e-12,,
so,64,1.0,0.998731332829296,0.08893840930484263,7.338191651659087e-12,,
so,64,1.0,0.9987067115491967,0.08879803371628059,7.153522155922373e-12,,
so,64,1.0,0.9988074313751085,0.08937938532081927,7.084016216437683e-12,,
so,64,1.0,0.9987527145114304,0.0888127284579254,7.1593482761930404e-12,,
so,64,1.0,0.9987160398850902,0.08808782462009165,6.844298866569152e-12,,
so,64,10.0,0.8911785328754313,0.08164661919047533,1.0417256218646245e-11,,
so,64,10.0,0.8976078721693992,0.07752438114047512,8.168527683226203e-12,,
so,64,10.0,0.8894678594483175,0.07738718363316811,8.309267660218124e-12,,
so,64,10.0,0.8994763183140252,0.0767119514670999,1.041943256069218e-11,,
so,64,10.0,0.8983651189099365,0.07772506514081835,1.1448077961702485e-11,,
so,64,100.0,0.3770683342952004,0.016758353790447895,1.8246863147314848e-11,,
so,64,100.0,0.35423747755450713,0.015481086182394587,1.737179558746503e-11,,
so,64,100.0,0.34993021079710196,0.016336784952003438,1.6930510598621058e-11,,
so,64,100.0,0.3804616627382293,0.016777036609922226,1.9319749915644808e-11,,
so,64,100.0,0.3658709494585452,0.01662367984810416,1.849676056843177e-11,,
so,64,1000.0,0.15465360902329922,0.0029917071062070364,3.1803607301485165e-11,,
so,64,1000.0,0.1620464877893139,0.0027753484012011708,2.7885912100335256e-11,,
so,64,1000.0,0.12307212992143043,0.002299777426830842,2.6634466304785216e-11,,
so,64,1000.0,0.1184604526934212,0.0023241477463319957,1.8700640307646592e-11,,
so,64,1000.0,0.13882708377033798,0.0035415114608670644,3.218662445961116e-11,,
so,128,0.1,0.9999934576938779,,,,
so,128,0.1,0.9999934208065718,,,,
so,128,0.1,0.9999936341314964,,,,
so,128,0.1,0.9999936155519937,,,,
so,128,0.1,0.9999934054646219,,,,
so,128,1.0,0.9993678130962718,,,,
so,128,1.0,0.999324877217811,,,,
so,128,1.0,0.9993583773858357,,,,
so,128,1.0,0.9993262323729125,,,,
so,128,1.0,0.9993578925621937,,,,
so,128,10.0,0.941130841061087,,,,
so,128,10.0,0.94153487194825,,,,
so,128,10.0,0.944390622539298,,,,
so,128,10.0,0.9407695264716668,,,,
