kind,mu,R0,R,muR,k_log10,sin_yk_err,k_exact,log10_L_F,log10_floor,ratio,satisfied,fitted_slope,expected,rel_err,n,max_abs_d2F,bound_Lf_plus_Gf,t,rho,op_norm,op_norm_over_t,expm_equals_I_plus_tN
lower_bound,1.0,2.5310242469692907,759.3072740907872,759.3072740907872,328.9647793382708,4.5954899834293374e-82,True,659.5259184132577,658.9238584219298,4.0,True,,,,,,,,,,,
growth_rate,0.1,,,,,,,,,,,0.20016053049761007,0.2,0.0008026524880502817,,,,,,,,
growth_rate,0.25,,,,,,,,,,,0.5004013262440252,0.5,0.0008026524880504482,,,,,,,,
growth_rate,0.5,,,,,,,,,,,1.0008026524880507,1.0,0.0008026524880506702,,,,,,,,
growth_rate,1.0,,,,,,,,,,,2.001605304976101,2.0,0.0008026524880504482,,,,,,,,
so_contrast,,,1.0,,,,,,,,,,,,4.0,0.3765773026742636,2.0,,,,,
so_contrast,,,10.0,,,,,,,,,,,,4.0,0.3367099155049402,2.0,,,,,
so_contrast,,,100.0,,,,,,,,,,,,4.0,0.3975050510973688,2.0,,,,,
so_contrast,,,1000.0,,,,,,,,,,,,4.0,0.2866902382159253,2.0,,,,,
so_contrast,,,1.0,,,,,,,,,,,,8.0,0.21305640585111973,2.0,,,,,
so_contrast,,,10.0,,,,,,,,,,,,8.0,0.14812057136381895,2.0,,,,,
so_contrast,,,100.0,,,,,,,,,,,,8.0,0.1566333396318953,2.0,,,,,
so_contrast,,,1000.0,,,,,,,,,,,,8.0,0.17494267146034304,2.0,,,,,
so_contrast,,,1.0,,,,,,,,,,,,16.0,0.05750923071090597,2.0,,,,,
so_contrast,,,10.0,,,,,,,,,,,,16.0,0.10897275304344589,2.0,,,,,
so_contrast,,,100.0,,,,,,,,,,,,16.0,0.08438452159253984,2.0,,,,,
so_contrast,,,1000.0,,,,,,,,,,,,16.0,0.0700013685905887,2.0,,,,,
so_contrast,,,1.0,,,,,,,,,,,,32.0,0.026281521403603847,2.0,,,,,
so_contrast,,,10.0,,,,,,,,,,,,32.0,0.035371805484629704,2.0,,,,,
so_contrast,,,100.0,,,,,,,,,,,,32.0,0.016567081040363973,2.0,,,,,
so_contrast,,,1000.0,,,,,,,,,,,,32.0,0.016742740527320166,2.0,,,,,
nilpotent,,,,,,,,,,,,,,,,,,1.0,1.0,1.618033988749895,1.618033988749895,0.0
nilpotent,,,,,,,,,,,,,,,,,,10.0,1.0,10.099019513592786,1.0099019513592786,0.0
nilpotent,,,,,,,,,,,,,,,,,,100.0,1.0,100.00999900019995,1.0000999900019996,0.0
nilpotent,,,,,,,,,,,,,,,,,,1000.0,1.0000000000000002,1000.0009999990002,1.0000009999990003,1.1368705456184373e-13
nilpotent,,,,,,,,,,,,,,,,,,10000.0,1.0,10000.0001,1.00000001,0.0
nilpotent,,,,,,,,,,,,,,,,,,100000.0,1.0,100000.00000999999,1.0000000000999998,1.4551915228790368e-11
nilpotent,,,,,,,,,,,,,,,,,,1000000.0,1.0000000000000002,1000000.0000010002,1.0000000000010003,1.1641532182714657e-10
