geom,arm,seed,auc,r_task,r_geo,rho,menv_orth,menv_sym,menv_cond,recon_err,status
so,sym,6,6.811675173991242,0.1408470546842015,0.6539330911253267,399.6872863769531,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,baseline_ppo,7,6.43750912148073,0.15372856910156363,0.5878835874155786,,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,so,7,8.529674129207923,0.1408620313758869,0.8702920337156704,1.0000009536743164,1.2212453270876722e-15,0.69949879324816,1.000000000000001,1.7763568394002505e-15,ok
so,sl,7,8.050947815613755,0.1416535981341761,0.809638760726216,2.293157458305359,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,gl,7,8.13658914198134,0.14989105348324852,0.8078336534587665,2.3489620685577393,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,sym,7,6.793558129509033,0.14229873139396668,0.6492252518769666,569.9672546386719,1.2212453270876722e-15,0.69949879324816,1.000000000000001,8.881784197001252e-16,ok
so,baseline_ppo,8,6.922947766827665,0.18646034464855735,0.6009319046910853,,1.2212453270876722e-15,0.69949879324816,1.000000000000001,8.881784197001252e-16,ok
so,so,8,8.57035743181329,0.15655802777142794,0.8520006177823679,1.0000009536743164,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,sl,8,8.392626078398036,0.16767208601887493,0.813272494765992,2.9008419513702393,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,gl,8,8.336469705751146,0.16415637948916073,0.8117576130820437,2.8044968843460083,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,sym,8,6.945973673959481,0.1459943583529889,0.6628805470223383,408.47007751464844,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,baseline_ppo,9,6.531870327858185,0.15654525937537417,0.596083524722016,,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,so,9,8.404126321988493,0.1480969135677896,0.8437199733158572,1.0000009536743164,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,sl,9,8.091985598941223,0.14835203694063728,0.8042142740430932,2.380818486213684,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,gl,9,7.991023569345402,0.1384487332486327,0.8061780930682706,2.2964619398117065,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
so,sym,9,6.960574964384245,0.15427567676106113,0.6520680557332624,896.0747375488281,1.2212453270876722e-15,0.69949879324816,1.000000000000001,0.0,ok
sym,baseline_ppo,0,8.3337097283486,0.18312916341231442,0.7840051303188006,,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,so,0,7.427317883569722,0.14195872307130203,0.7303096438186866,1.000001311302185,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sl,0,9.10108825558371,0.15107408397061747,0.9280279387203977,6.740568161010742,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,gl,0,8.986663491606576,0.14212373514832657,0.9272996168614676,6.290399789810181,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sym,0,9.266283936206538,0.13652464493688024,0.9710866359412671,6.961407899856567,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,baseline_ppo,1,8.037517977396995,0.1591177112510531,0.7833559572006266,,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,so,1,7.479522382158406,0.14912287647760103,0.7266040762646745,1.000001311302185,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sl,1,9.017975841199169,0.1555773439740566,0.9110615192538749,6.583739280700684,115.92333743611619,2.220446049250313e-15,1002.8196212573579,1.7763568394002505e-15,ok
sym,gl,1,9.0081440004459,0.15920119981955075,0.9049163957711931,6.732844352722168,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sym,1,9.264108510374221,0.14617049043123384,0.9570159331402431,8.751355171203613,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,baseline_ppo,2,7.991001442408662,0.15408649449428388,0.7846509244377413,,115.92333743611619,2.220446049250313e-15,1002.8196212573579,8.881784197001252e-16,ok
sym,so,2,7.574679660208046,0.15866534134175578,0.7246244681243474,1.0000011920928955,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sl,2,9.228920578051932,0.15771963123424493,0.933988763516831,7.271676778793335,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,gl,2,9.22552760872545,0.15773045218914591,0.9335434091265002,6.732125997543335,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sym,2,9.43222156308143,0.15252589645783662,0.9677816061273217,7.7399208545684814,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,baseline_ppo,3,8.046620713963865,0.16127679480821075,0.7810590161899725,,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,so,3,7.252127783783326,0.1314025296087186,0.7240008797089259,1.000001072883606,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,sl,3,9.039244665005658,0.1428833745639548,0.9324234027221178,6.416970491409302,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
sym,gl,3,9.042822801427523,0.14705370877538995,0.9268724858765182,6.472409009933472,115.92333743611619,2.220446049250313e-15,1002.8196212573579,1.7763568394002505e-15,ok
sym,sym,3,9.323887848157648,0.14182892689333343,0.9704427847539384,7.158491373062134,115.92333743611619,2.220446049250313e-15,1002.8196212573579,0.0,ok
