draw,m_env_seed,arm,seed,auc,r_task,r_geo,rho,recon_err,status
17,900017,gl,1,7.843456815993977,0.14367996793495486,0.7800369651264824,2.4214659929275513,0.0,ok
17,900017,sym,1,6.710682321653949,0.15294814864013925,0.622797007813972,2765.9058837890625,0.0,ok
17,900017,baseline_ppo,2,6.796021606044521,0.18449986660228607,0.586516978368163,,8.881784197001252e-16,ok
17,900017,so,2,8.59844604542037,0.14574410790556178,0.8722709036123627,1.0000009536743164,0.0,ok
17,900017,sl,2,8.17817279993797,0.15890832554626064,0.799380069081392,2.7855777740478516,0.0,ok
17,900017,gl,2,8.02992907015021,0.14731700712435425,0.7979621430728895,2.6107438802719116,1.7763568394002505e-15,ok
17,900017,sym,2,6.657412721861861,0.1443430606067046,0.6285613998220148,2464.6224365234375,0.0,ok
18,900018,baseline_ppo,0,6.55243371237414,0.19859512608792612,0.5348485999466851,,8.881784197001252e-16,ok
18,900018,so,0,8.757566384368376,0.14880038628770953,0.8869682770455566,1.0000008344650269,0.0,ok
18,900018,sl,0,8.102678345179475,0.15068099349920816,0.8017653529269,2.1567070484161377,0.0,ok
18,900018,gl,0,8.177025658117747,0.159718546895485,0.7977255374362693,2.3008800745010376,0.0,ok
18,900018,sym,0,6.9372126452265945,0.1538355220841314,0.6496817572146654,479.9134063720703,0.0,ok
18,900018,baseline_ppo,1,6.104078332712835,0.17934253319919422,0.5077294627017032,,0.0,ok
18,900018,so,1,8.534298831815384,0.1536986746643693,0.851501117888062,1.0000008344650269,1.7763568394002505e-15,ok
18,900018,sl,1,7.968236568295063,0.1511668671176511,0.7845913618655874,2.7026573419570923,0.0,ok
18,900018,gl,1,7.953682812458459,0.14808156496770677,0.78701078201194,2.7978254556655884,1.7763568394002505e-15,ok
18,900018,sym,1,6.812378284925889,0.14386620968250854,0.6490846741267169,684.4017028808594,8.881784197001252e-16,ok
18,900018,baseline_ppo,2,6.646893017583585,0.1900284498686409,0.5593138256284719,,0.0,ok
18,900018,so,2,8.64725816392266,0.1690780076721361,0.8423365694063405,1.0000008344650269,0.0,ok
18,900018,sl,2,8.159697112420309,0.1582939582801664,0.7979160843682165,2.3102033138275146,1.7763568394002505e-15,ok
18,900018,gl,2,8.073033103413403,0.1543885745893508,0.7928198627784848,2.4348617792129517,0.0,ok
18,900018,sym,2,6.624861435119172,0.15002726294333685,0.6157934495756713,13141.8876953125,8.881784197001252e-16,ok
19,900019,baseline_ppo,0,6.541541212215706,0.20201904515316338,0.5277785307749485,,0.0,ok
19,900019,so,0,8.47273396203523,0.14760723698875727,0.852401433174933,1.0000008344650269,0.0,ok
19,900019,sl,0,8.077082391591942,0.1494794321721272,0.8000655689338998,2.157431125640869,0.0,ok
19,900019,gl,0,8.033205602037476,0.14544588178348963,0.8006413755777912,2.2968404293060303,0.0,ok
19,900019,sym,0,6.402274489328155,0.14069434929825747,0.6016710817259892,18851.6259765625,0.0,ok
19,900019,baseline_ppo,1,5.956311879985671,0.16289879421552403,0.513326100130255,,0.0,ok
19,900019,so,1,8.556303151403718,0.1447842612210424,0.8671643967052921,1.0000009536743164,0.0,ok
19,900019,sl,1,7.961839821054145,0.15762217529216827,0.7737582346205909,2.298931121826172,0.0,ok
19,900019,gl,1,7.810114201702522,0.14861980164884495,0.7680631949585862,2.279623031616211,0.0,ok
19,900019,sym,1,6.496286673750889,0.14199901184862335,0.6116291202588784,12008.46826171875,8.881784197001252e-16,ok
19,900019,baseline_ppo,2,6.52218251753844,0.19265728977641178,0.5397908604348078,,0.0,ok
19,900019,so,2,8.451466385439714,0.16074445535336707,0.8302260307071729,1.0000009536743164,0.0,ok
19,900019,sl,2,7.621435327459697,0.1403203186991039,0.7570726199544502,3.8035812377929688,0.0,ok
19,900019,gl,2,7.79066990494907,0.1388576737262059,0.7807466072243326,3.5807873010635376,0.0,ok
19,900019,sym,2,6.737113516724297,0.14900504704879391,0.6317317697826929,5045.10107421875,0.0,ok
