w,c_geo,arm,seed,r_task,r_geo,auc,rho,recon_err,status
0.4,0.25,so(32),1,0.14524968799625274,0.8691292344088976,8.573607138198273,1.000001072883606,0.0,ok
0.4,1.0,so(32),1,0.14746249236952594,0.8571338028396791,8.50207147352602,1.0000009536743164,1.7763568394002505e-15,ok
0.4,,baseline_ppo,2,0.18803803511972347,0.5420253044457174,6.481804715438096,,8.881784197001252e-16,ok
0.4,0.0,so(32),2,0.157572951579055,0.5193053119483715,5.943871891485742,1.0000008344650269,0.0,ok
0.4,0.05,so(32),2,0.14673504568647375,0.7950158281007004,8.001925377605453,1.0000011324882507,1.7763568394002505e-15,ok
0.4,0.25,so(32),2,0.15760976195807652,0.8502430784471333,8.566759601505392,1.0000010132789612,0.0,ok
0.4,1.0,so(32),2,0.14716708351625557,0.8570267513157801,8.495980419333135,1.0000009536743164,0.0,ok
0.4,,baseline_ppo,3,0.18732089477923466,0.545852695877136,6.503395465237937,,0.0,ok
0.4,0.0,so(32),3,0.14612015849837576,0.5076831965481087,5.716433509747369,1.0000009536743164,0.0,ok
0.4,0.05,so(32),3,0.15260335372641334,0.7879857483061342,8.016690037127308,1.0000011920928955,0.0,ok
0.4,0.25,so(32),3,0.1423680932443008,0.8601654385045792,8.46673966590034,1.000001072883606,0.0,ok
0.4,1.0,so(32),3,0.15851171304932424,0.8379569599770942,8.482135154322703,1.0000008940696716,0.0,ok
0.4,,baseline_ppo,4,0.1907717880093884,0.5599834830638332,6.658981081208576,,8.881784197001252e-16,ok
0.4,0.0,so(32),4,0.1610755782452072,0.5166630411670698,5.966459229335423,1.0000009536743164,0.0,ok
0.4,0.05,so(32),4,0.15569010388358892,0.7787153084842487,7.977268920113155,1.0000011920928955,0.0,ok
0.4,0.25,so(32),4,0.15456509003548602,0.8445691553397104,8.486362231655203,1.0000009536743164,1.7763568394002505e-15,ok
0.4,1.0,so(32),4,0.16530894888930878,0.8792396494646867,8.890901023098523,1.0000009536743164,0.0,ok
0.4,,baseline_ppo,5,0.19191242380989923,0.5601332676424334,6.674923849939847,,0.0,ok
0.4,0.0,so(32),5,0.16570652250360415,0.5188057851881566,6.039504544460434,1.0000010132789612,0.0,ok
0.4,0.05,so(32),5,0.16621760051351667,0.7764140137578671,8.083237339197073,1.000001072883606,0.0,ok
0.4,0.25,so(32),5,0.16272060069955332,0.8544510393407816,8.666404160890496,1.0000009536743164,0.0,ok
0.4,1.0,so(32),5,0.15769487695681375,0.8545766127337391,8.605070818353107,1.0000008344650269,0.0,ok
0.4,,baseline_ppo,6,0.1743520928696093,0.563612123193716,6.49116823806936,,0.0,ok
0.4,0.0,so(32),6,0.16101245731094638,0.5188916316851352,5.980755154240868,1.0000009536743164,0.0,ok
0.4,0.05,so(32),6,0.13945761816498142,0.7856169522395358,7.840538367810859,1.000001072883606,0.0,ok
0.4,0.25,so(32),6,0.13969582685411064,0.8724216988375413,8.53050031050783,1.0000008344650269,0.0,ok
0.4,1.0,so(32),6,0.14905002795980934,0.8805058782765641,8.704917402439303,1.0000009536743164,0.0,ok
0.4,,baseline_ppo,7,0.18192012962026818,0.5452376041238196,6.436954608204192,,0.0,ok
0.4,0.0,so(32),7,0.1527801214891992,0.5195413492137411,5.884166649883145,1.0000009536743164,1.7763568394002505e-15,ok
0.4,0.05,so(32),7,0.14810135386762138,0.7930680854794725,8.001860902426941,1.000001072883606,0.0,ok
0.4,0.25,so(32),7,0.14817344217619438,0.848860008939278,8.44541537030759,1.0000009536743164,1.7763568394002505e-15,ok
0.4,1.0,so(32),7,0.14568503718743997,0.8409084867909395,8.349938166251766,1.0000009536743164,0.0,ok
0.4,,baseline_ppo,8,0.19677781095452598,0.5357911716757031,6.540013775730275,,0.0,ok
0.4,0.0,so(32),8,0.15811639734497243,0.5336740972676625,6.067199489708995,1.0000008344650269,0.0,ok
0.4,0.05,so(32),8,0.16222390915997756,0.7720721938088226,8.008883510977999,1.0000011920928955,1.7763568394002505e-15,ok
0.4,0.25,so(32),8,0.15294433276871383,0.8770901688175585,8.730348068138495,1.0000009536743164,0.0,ok
0.4,1.0,so(32),8,0.17150935304776235,0.8858850026334015,9.014900698889427,1.0000008344650269,0.0,ok
0.4,,baseline_ppo,9,0.1800872858010328,0.5433824560102074,6.397694755956924,,0.0,ok
0.4,0.0,so(32),9,0.1518559951281116,0.5212641079820848,5.891131971919945,1.0000008940696716,0.0,ok
0.4,0.05,so(32),9,0.14147567235635547,0.7810548626130136,7.82663470802883,1.000001072883606,0.0,ok
0.4,0.25,so(32),9,0.15465203479898068,0.865729484780878,8.657155695521636,1.0000008344650269,0.0,ok
0.4,1.0,so(32),9,0.15644241727705177,0.8695383861795069,8.709428865239808,1.0000009536743164,0.0,ok
0.6,,baseline_ppo,0,0.15676870366900095,0.5606884971033782,7.8471981368821595,,0.0,ok
0.6,0.0,so(32),0,0.15548133399921077,0.5021748459796421,7.151394385248591,1.000001072883606,0.0,ok
0.6,0.05,so(32),0,0.15375107312928293,0.7567240787724654,10.15904998276599,1.0000011324882507,0.0,ok
0.6,0.25,so(32),0,0.1661318221158624,0.8664241108669588,11.561469768291628,1.0000009536743164,0.0,ok
0.6,1.0,so(32),0,0.14377051807966948,0.8945530999602128,11.722185434297476,1.0000008344650269,0.0,ok
0.6,,baseline_ppo,1,0.16047113809138108,0.5697221351075608,7.982005893681322,,0.0,ok
0.6,0.0,so(32),1,0.14578953288323385,0.5192416582084882,7.27525279638848,1.0000009536743164,0.0,ok
